,subject_term,housing,bikes,homelessness,dogs,parks,construction,traffic,transit,noise,energy,climate,infrastructure,safety,arts,childcare,democracy,cost of living,healthcare,equity,business,sports,youth,max_val,max_cat,frequency,log_frequency,count
2069,non-government organizations,0.0528201609849929,0.0104828896000981,0.083903782069683,0.003532163798809,0.0478063896298408,0.0451752580702304,0.0088640647009015,0.0993328839540481,0.0151117565110325,0.1535695791244506,0.1303587704896927,0.0709526166319847,0.266821414232254,0.0582518726587295,0.0560985505580902,0.0037774324882775,0.1317721605300903,0.1317157000303268,0.1548690199851989,0.0029917906504124,0.004067757166922,0.156407430768013,0.266821414232254,safety,1,0.0,1
2070,non-governmental organizations,0.0445902794599533,0.0082272263243794,0.0670427083969116,0.0022093460429459,0.0331033803522586,0.0310917198657989,0.0078905941918492,0.1211857125163078,0.0070801768451929,0.1284599155187606,0.1591974794864654,0.0222564134746789,0.2706035673618316,0.0519973486661911,0.0606988482177257,0.0290262755006551,0.1042992025613784,0.1235840395092964,0.1393645107746124,0.0008241644827648,0.0029765167273581,0.115950271487236,0.2706035673618316,safety,1,0.0,1
2071,non-motorized vehicles,0.0344513617455959,0.0358885936439037,0.0219662748277187,0.0035634113010019,0.3791781067848205,0.113131009042263,0.0160561893135309,0.6069828271865845,0.0222712475806474,0.0425184965133667,0.0532432124018669,0.0831745639443397,0.631338357925415,0.0412585586309433,0.0321587212383747,0.0366187989711761,0.1228372827172279,0.033319417387247,0.1336841434240341,0.1089245304465293,0.0228391122072935,0.1775297969579696,0.631338357925415,safety,1,0.0,1
2072,non-profit housing,0.9948264956474304,0.0006926477653905,0.0003080032474827,0.0025919890031218,0.0001597738591954,0.0014819583157077,0.0001864199148258,0.0003630153951235,0.0008419193909503,0.0004410516412463,0.0007481631473638,0.0006220403010956,0.0056416890583932,0.0003509739472065,0.0001220575286424,0.0023548754397779,0.147795557975769,0.0001514696050435,0.2224695086479187,0.0002220273017883,0.0001120314555009,0.1771655082702636,0.9948264956474304,housing,1,0.0,1
2073,non-profit organizations,0.0853577852249145,0.0110495025292038,0.0148858148604631,0.0019349572248756,0.0649016574025154,0.0376132391393184,0.005241353996098,0.083309032022953,0.0026880207005888,0.1571228504180908,0.0905173793435096,0.0230953525751829,0.2587525546550751,0.2137321829795837,0.0691170766949653,0.0864540189504623,0.058716807514429,0.1523856818675995,0.2586781978607178,0.0006041086744517,0.004779159091413,0.1006746888160705,0.2587525546550751,safety,1,0.0,1
2074,nonprofit,0.2539666891098022,0.0654033496975898,0.020072316750884,0.0159529708325862,0.1738193780183792,0.0881512016057968,0.0369995757937431,0.2461835891008377,0.0078557692468166,0.1374302804470062,0.0924184545874595,0.1309231370687484,0.2825521528720855,0.3131992816925049,0.1660841107368469,0.1097059622406959,0.15273217856884,0.2088193148374557,0.1642620265483856,0.0005186722264625,0.027190102264285,0.2200755476951599,0.3131992816925049,arts,1,0.0,1
2075,not-for-profit organizations,0.1805872470140457,0.0059083374217152,0.0186519250273704,0.0013344926992431,0.141661137342453,0.0536939986050128,0.0089176129549741,0.1194746866822242,0.0052251797169446,0.2011269330978393,0.0822024419903755,0.1325063854455948,0.1845584213733673,0.2849484980106354,0.0758720114827156,0.0569242872297763,0.0200837329030036,0.3091760277748108,0.1036279872059822,0.0062053920701146,0.0128538031131029,0.0468722842633724,0.3091760277748108,healthcare,1,0.0,1
2076,notes,0.5473338961601257,0.0966298729181289,0.1046680882573127,0.0309921856969594,0.1899402737617492,0.395756334066391,0.1642430424690246,0.4962980151176452,0.005809053312987,0.2459917366504669,0.2833548188209533,0.426799863576889,0.4455836117267608,0.5166859030723572,0.1488246172666549,0.1551036834716797,0.4272987246513366,0.3357528448104858,0.238423004746437,0.5101388096809387,0.1431868523359298,0.4062122702598572,0.5473338961601257,housing,1,0.0,1
2077,notices,0.4791939854621887,0.099458023905754,0.0883735790848732,0.0345188826322555,0.1542912274599075,0.2175037413835525,0.4540690779685974,0.4154952466487884,0.631292998790741,0.1977723240852356,0.2721102237701416,0.3297549486160278,0.4281220734119415,0.1972450613975525,0.101589448750019,0.0982458069920539,0.4590523242950439,0.246904045343399,0.165154218673706,0.6083226203918457,0.0987842604517936,0.3982209861278534,0.631292998790741,noise,1,0.0,1
2078,notices of assessment,0.2130655199289322,0.0187589507550001,0.0285179391503334,0.0065174107439816,0.067381776869297,0.0006317832740023,0.0239660944789648,0.061749268323183,0.0553952120244503,0.0650009959936142,0.1942585706710815,0.2287750840187072,0.0596286468207836,0.028088403865695,0.0040929773822426,0.0317043140530586,0.521442711353302,0.1480170786380767,0.1361724883317947,0.5500041246414185,0.0081144301220774,0.1392422765493393,0.5500041246414185,business,1,0.0,1
2079,nuisance animals,0.0020994872320443,0.0001593970373505,0.0001720665313769,0.5244134068489075,0.0310014579445123,0.0002142129524145,0.0001829257525969,0.0348563380539417,0.5520536303520203,0.0009485153132118,0.000565699825529,0.0002014320634771,0.0023965057916939,0.0001173680866486,0.0001348351070191,3.88334556191694e-05,0.0011298620374873,8.602016896475106e-05,0.0003673023893497,0.0001684013550402,8.691779657965526e-05,0.0015211547724902,0.5520536303520203,noise,1,0.0,1
2080,nursery schools,0.000125451319036,0.0001284681929973,3.748177186935209e-05,0.0003933213301934,9.89150139503181e-05,8.591278310632333e-05,0.0001055880493368,0.0001569263695273,0.0007312393281608,0.0001482283405493,0.0005302637582644,0.0002589092473499,0.0439619198441505,0.0002945620508398,0.9953144192695618,0.0006253367173485,0.0006531162071041,8.078043174464256e-05,0.08024463057518,8.860765228746459e-05,0.0001075376349035,0.992186963558197,0.9953144192695618,childcare,1,0.0,1
2081,nurses,0.0006150765111669,7.362944597844034e-05,0.0001174720164272,6.538441812153906e-05,0.0001368375960737,0.0001365274365525,0.000235644809436,0.0047025866806507,0.000440710078692,0.0004592113837134,0.0011027032742276,0.0001324931945418,0.0949248000979423,0.0002364999672863,0.0007526442641392,0.002779203467071,0.0251003000885248,0.9745473861694336,0.0196924954652786,0.0001134729900513,7.992910104803741e-05,0.0163487326353788,0.9745473861694336,healthcare,1,0.0,1
2082,nursing facilities,0.0004822260816581,8.962613355834037e-05,3.616628237068653e-05,0.0002276783052366,7.940852810861543e-05,6.60913938190788e-05,0.0001457723701605,0.0001716750120976,0.0002581838343758,7.870741683291271e-05,0.0004307479830458,0.0024577975273132,0.0057603032328188,8.086992602329701e-05,6.66983614792116e-05,0.0002752803848125,0.0004578091902658,0.9914856553077698,0.0080764945596456,0.0002046665613306,6.647676491411403e-05,0.0006223404197953,0.9914856553077698,healthcare,1,0.0,1
2083,nursing homes,0.2374969273805618,8.132324001053348e-05,4.725802136817947e-05,0.0003856949042528,6.396085518645123e-05,0.0001367333316011,8.918104140320793e-05,0.0001737686543492,0.0014730581315234,0.0001902351650642,0.0003861888253595,0.0004716925614047,0.0086598992347717,0.0001067985213012,7.065487443469465e-05,0.0001323867618339,0.0014428680296987,0.9319583177566528,0.0086935330182313,0.0001336780405836,6.743954145349562e-05,0.0005344315432012,0.9319583177566528,healthcare,1,0.0,1
2084,nutrition,0.1265385150909423,0.0477678179740905,0.0145612070336937,0.0382259786128997,0.07869902998209,0.0071016196161508,0.019651424139738,0.1059271767735481,0.0011171324877068,0.0010260267881676,0.0072488663718104,0.008131330832839,0.0325012393295764,0.0004503540985751,0.0036588148213922,0.0692897289991378,0.009633689187467,0.0032800508197396,0.0901505574584007,0.0025572218000888,0.0045668552629649,0.3279300034046173,0.3279300034046173,youth,1,0.0,1
2085,objects in community and life,0.1326290071010589,0.1057149991393089,0.0732455104589462,0.0403827428817749,0.1134812235832214,0.1754839718341827,0.0369762293994426,0.0893598720431327,0.0472042895853519,0.0132591985166072,0.0209062900394201,0.1722926348447799,0.162411943078041,0.0885256305336952,0.0185712948441505,0.0133155547082424,0.0927794948220253,0.016041962429881,0.0036092291120439,0.0025960903149098,0.0015635763993486,0.0333237946033477,0.1754839718341827,construction,1,0.0,1
2086,objects in culture,0.0883019566535949,0.0896096229553222,0.0088363522663712,0.0503825210034847,0.0760459974408149,0.1098068132996559,0.0123283816501498,0.1054239571094513,0.019173851236701,0.0112818637862801,0.013318745419383,0.0100034931674599,0.0270080938935279,0.659352719783783,0.0144335599616169,0.0195762701332569,0.0081203868612647,0.0018756450153887,0.0028947303071618,0.0003865455801133,0.001625140896067,0.0629488229751586,0.659352719783783,arts,1,0.0,1
2087,objects in health,0.0187962166965007,0.059028185904026,0.0019135981565341,0.0419423356652259,0.0506336688995361,0.0113766239956021,0.009186084382236,0.0257691778242588,0.0016313790110871,0.0095259202644228,0.0010622256668284,0.0007267445907928,0.0130093125626444,0.0063407425768673,0.000610894523561,0.0158887356519699,0.004360968247056,0.74765545129776,0.0117457583546638,0.0003278194053564,0.000227855562116,0.0507520847022533,0.74765545129776,healthcare,1,0.0,1
2088,objects in property,0.2418704181909561,0.0784490704536438,0.0047358833253383,0.0463262572884559,0.0705772936344146,0.20342817902565,0.0110420510172843,0.1860695928335189,0.0044031157158315,0.0221690293401479,0.0277510806918144,0.1792278289794922,0.079590305685997,0.0110238119959831,0.0015762556577101,0.0353927165269851,0.0061820182017982,0.0082488227635622,0.0850637555122375,0.0310044959187507,0.0044856444001197,0.0493137799203395,0.2418704181909561,housing,1,0.0,1
2089,objects in science and technology,0.0011631987290456,0.0225316118448972,0.0001787668152246,0.0072276042774319,0.0004979549557901,0.0188719071447849,0.0010156772332265,0.037664521485567,0.0016162839019671,0.0995702371001243,0.0187656730413436,0.0135862035676836,0.0082885771989822,0.000306952279061,9.79584947344847e-05,0.0016630251193419,0.0007181232795119,0.0006396499811671,0.0035646625328809,0.0002138352865586,0.0001177199883386,0.0064449701458215,0.0995702371001243,energy,1,0.0,1
2090,objects in transportation,0.0006645283428952,0.1985506266355514,0.0008632991812191,0.0281998701393604,0.00035936065251,0.0002691982954274,0.4546444118022918,0.9798937439918518,0.0282736364752054,0.0060315518639981,0.0003945862117689,0.2999245226383209,0.0126245627179741,0.0008382099331356,0.0001240398123627,0.0044002789072692,0.0026091106701642,0.0001067438715836,0.0038961875252425,0.0008103400468826,0.0002409984736004,0.0369040444493293,0.9798937439918518,transit,1,0.0,1
2091,occupational training,0.0009510100935585,0.1048955097794532,3.76817915821448e-05,0.0046147238463163,0.0028207821305841,0.0767608731985092,0.0171798132359981,0.1331901252269745,0.0051746568642556,0.1505721807479858,0.0040792082436382,0.0138440756127238,0.2916194796562195,0.0049491925165057,0.0007689954945817,0.0115298395976424,0.0003014829417224,0.0283901076763868,0.0309401676058769,0.2205221354961395,0.0001204772779601,0.0088949995115399,0.2916194796562195,safety,1,0.0,1
2092,odor,0.3098708987236023,0.049276802688837,0.1188387051224708,0.0680451765656471,0.0775399506092071,0.3016460239887237,0.142119288444519,0.3047204315662384,0.2213536351919174,0.03567760810256,0.1762173324823379,0.290655642747879,0.1805266439914703,0.0315050818026065,0.1092461347579956,0.0533382184803485,0.3606713414192199,0.1803514659404754,0.0428490936756134,0.2918529808521271,0.0818884149193763,0.2027734667062759,0.3606713414192199,cost of living,1,0.0,1
2093,odors,0.0727555304765701,0.0043914807029068,0.0487616397440433,0.9976406097412108,0.0050738602876663,0.132833644747734,0.1338562071323394,0.6989748477935791,0.888390839099884,0.0563385412096977,0.1440444886684417,0.0996523573994636,0.0198864229023456,0.0018649438861757,0.0160042867064476,0.0019105901010334,0.424049437046051,0.0344683863222599,0.0059842406772077,0.1212499514222145,0.0258215144276618,0.0858010053634643,0.9976406097412108,dogs,1,0.0,1
2094,odour,0.1403345167636871,0.0102155655622482,0.0120698418468236,0.4066304266452789,0.0352351553738117,0.061230644583702,0.035158634185791,0.244562566280365,0.9628084301948548,0.0381609201431274,0.0693410187959671,0.107623279094696,0.0048950803466141,0.0242807231843471,0.0365360789000988,0.0092400945723056,0.0788177326321601,0.0144936796277761,0.0146511262282729,0.0784089788794517,0.0096436794847249,0.2067824602127075,0.9628084301948548,noise,1,0.0,1
2095,odours,0.1330142170190811,0.0064692310988903,0.0392177365720272,0.9964842796325684,0.0308876745402812,0.1150443106889724,0.3976975083351135,0.8365879058837891,0.9696744680404664,0.2079076021909713,0.2140166461467743,0.1377187818288803,0.0431906282901763,0.0378528796136379,0.0436828657984733,0.0133278695866465,0.4014314115047455,0.024694925174117,0.0126318018883466,0.1373907327651977,0.0188649557530879,0.3164023458957672,0.9964842796325684,dogs,1,0.0,1
2096,odsp,0.341247022151947,0.0455091521143913,0.0501591302454471,0.1228139623999595,0.1115980222821235,0.3399429023265838,0.203537032008171,0.5734663009643555,0.3382335305213928,0.3095005452632904,0.2446106523275375,0.5590874552726746,0.6056222915649414,0.0561151280999183,0.1052054762840271,0.0655277743935585,0.3768710196018219,0.1576323360204696,0.0691911205649375,0.3686082661151886,0.097534492611885,0.3801380693912506,0.6056222915649414,safety,1,0.0,1
2097,off leash areas,0.0627785623073577,0.0076958760619163,0.0014841245720162,0.5242645144462585,0.5629832148551941,0.0273800548166036,0.001091131591238,0.0597224831581115,0.0127512980252504,0.4656902253627777,0.282379001379013,0.0069154105149209,0.9254427552223206,0.1833816766738891,0.0233038421720266,0.0685903578996658,0.0527079775929451,0.0993548482656478,0.1560384482145309,0.0274118967354297,0.1525063514709472,0.2334774136543274,0.9254427552223206,safety,1,0.0,1
2098,off leash parks,0.0002428578591207,0.0008129588677547,8.053284545894712e-05,0.3269789218902588,0.9947930574417114,0.0001590032188687,0.0001187708403449,0.0002768931735772,0.0095897642895579,0.3594832420349121,0.0016921056667342,0.000472557847388,0.9544686675071716,0.0013350652297958,0.0003805031301453,0.0080329226329922,0.0025920583866536,9.308967128163204e-05,0.1576572805643081,0.0005653986590914,0.0027346322312951,0.21847765147686,0.9947930574417114,parks,1,0.0,1
2099,off ramps (highways),0.0001349408121313,0.0005018339725211,0.0004717775736935,0.0004855360020883,0.0001077956985682,0.007680891547352,0.9667465686798096,0.0002446894359309,0.0489133223891258,0.0004810015379916,0.0004009256081189,0.9959326982498168,0.7593203783035278,0.0001350280072074,3.914007902494632e-05,0.0004259342676959,0.0023267634678632,7.774266850901768e-05,0.0072265341877937,0.001388493576087,0.0001482617662986,0.0920374691486358,0.9959326982498168,infrastructure,1,0.0,1
2100,off street parking,0.0004412849957589,0.0892094075679779,0.0004633722128346,0.0050164866261184,0.0217538028955459,0.0001040679853758,0.0004822263726964,0.0007782923639751,0.0014475304633378,0.0005584930186159,0.0009752282057888,0.0171007867902517,0.5816773772239685,0.0001726361806504,4.70003615191672e-05,0.000835039303638,0.0131091168150305,5.4275467846309766e-05,0.2384710609912872,0.0548758581280708,0.0002031208423431,0.1452324837446212,0.5816773772239685,safety,1,0.0,1
2101,off street permit parking,0.0061804256401956,0.1183722019195556,0.0005017177318222,0.0130377579480409,0.5792030096054077,0.000460936978925,0.0017787558026611,0.0011191724333912,0.0011610619258135,0.0049524176865816,0.0213035978376865,0.0968007445335388,0.6512364745140076,0.0031543038785457,0.0001135744169005,0.0105968592688441,0.0523089654743671,7.317883864743635e-05,0.3824155926704407,0.4343327581882477,0.0032279160805046,0.1636886149644851,0.6512364745140076,safety,1,0.0,1
2102,off-road paths (cycling),0.0001752716634655,0.9836626052856444,6.648109410889447e-05,0.0002188126381952,0.0002754511369857,0.0001269312633667,0.0002750344865489,0.0014005589764565,0.0001412306301062,0.0017815750325098,0.0005491166957654,0.001451875665225,0.292529821395874,0.0002011310280067,8.146660547936335e-05,0.0001527919084765,0.0006971771363168,7.180280954344198e-05,0.0052425344474613,0.0001844344951678,0.5532083511352539,0.2173039466142654,0.9836626052856444,bikes,1,0.0,1
2103,offenses,0.0192046295851469,0.0138926086947321,0.0311615969985723,0.0239399205893278,0.0166969671845436,0.0133803579956293,0.0225831381976604,0.0938601717352867,0.0119628850370645,0.0410733856260776,0.0495298616588115,0.0484531931579113,0.00095684354892,0.0287055671215057,0.0144784627482295,0.0061717629432678,0.0283192209899425,0.0086781624704599,0.0023576351813971,0.0093307001516222,0.0473931618034839,0.1966070085763931,0.1966070085763931,youth,1,0.0,1
2104,office buildings,0.0052444757893681,7.16752911102958e-05,2.900210893130861e-05,0.0001793900009943,5.1084272854495794e-05,0.6043730974197388,0.0001792699622455,0.0001124616392189,0.0093970457091927,0.0134840849786996,0.0028200370725244,0.4408137798309326,0.2203379720449447,7.132213067961857e-05,6.820707494625822e-05,0.0295460149645805,0.0136030251160264,0.0076324921101331,0.3401083946228027,0.9552056789398192,7.239695696625859e-05,0.0183987300843,0.9552056789398192,business,1,0.0,1
2105,office lights,0.0007617509108968,0.0001154402416432,6.3378392951563e-05,0.0002147014165529,0.000120698561659,0.0001479021884733,0.0005805816035717,0.0004279499116819,0.0001341505121672,0.6382572054862976,0.0010952031007036,0.4621688723564148,0.283928781747818,0.0003961217298638,0.0001077050546882,0.0172493886202573,0.0084124468266963,0.001764892367646,0.0492227673530578,0.8356120586395264,0.0001972192403627,0.0499338954687118,0.8356120586395264,business,1,0.0,1
2106,office of the mayor,0.0001315279369009,0.0024486507754772,0.0009386813617311,0.0012254600878804,0.0004450932319741,0.0001331356179434,0.0017110906774178,0.0004831136320717,0.0062585305422544,0.0126083446666598,0.0032193197403103,0.0020629644859582,0.0693778619170188,0.0007250325288623,8.465945575153455e-05,0.1675504893064499,0.0063149216584861,0.0001500311191193,0.2297219485044479,0.1127021312713623,0.0004002751375082,0.0455538518726825,0.2297219485044479,equity,1,0.0,1
2107,office real estate,0.0001688645425019,7.009703404037282e-05,2.928482717834413e-05,0.0002060827682726,8.335364691447467e-05,9.252472955267876e-05,9.850873902905732e-05,0.0001165688663604,7.162109977798536e-05,0.0001139875967055,0.0002295568701811,0.0001697107654763,0.0040033161640167,6.908003706485033e-05,4.230307968100533e-05,0.0003150119155179,0.0006207637488842,5.890007014386356e-05,0.4767754375934601,0.6947543621063232,6.39714126009494e-05,0.0022149865981191,0.6947543621063232,business,1,0.0,1
2108,office vacancies,0.0003517636505421,0.0004817224980797,6.57319906167686e-05,0.0010114825563505,0.0001476058823755,0.0001593104243511,0.0002853990881703,0.0002700978075154,0.0007791210664436,0.0083045586943626,0.0026001126971095,0.0025165840052068,0.0315378308296203,0.0002804734103847,0.0001218160250573,0.0114468233659863,0.0030176325235515,0.0034260901156812,0.002273726509884,0.6438944339752197,0.0002217679284512,0.0738919377326965,0.6438944339752197,business,1,0.0,1
2109,offices,0.0010394831188023,0.0001349352387478,6.615275196963921e-05,0.0006211720756255,9.488363866694272e-05,0.0002307438262505,0.0003848271153401,0.0007741110748611,0.0009932880057021,0.0012225572718307,0.0077331764623522,0.0006798027898184,0.111947201192379,0.0003578333707991,0.0003253883623983,0.0727372169494628,0.0091865239664912,0.0061406670138239,0.0873216837644577,0.8438827991485596,0.000237822838244,0.0232090707868337,0.8438827991485596,business,1,0.0,1
2110,official languages,0.0188459586352109,0.0023693011607974,0.0071417125873267,0.0023570728953927,0.0082086585462093,0.047629103064537,0.0070154834538698,0.0519922338426113,0.0009124730131588,0.015395225957036,0.0018980642780661,0.0023138599935919,0.2178530097007751,0.000557757623028,0.0020507096778601,0.0277214776724576,0.0513932593166828,0.0043365182355046,0.1184223145246505,0.0312678478658199,0.0011035982752218,0.0827848464250564,0.2178530097007751,safety,1,0.0,1
2111,official plan amendments,0.3439564108848572,0.012923183850944,0.0204210877418518,0.0071963630616664,0.1179329976439476,0.0171137694269418,0.0668496116995811,0.2024511247873306,0.0007593162008561,0.1625519096851349,0.1439424455165863,0.2629021108150482,0.203410729765892,0.0324767231941223,0.034111201763153,0.0559847950935363,0.2134032398462295,0.3234817385673523,0.1097919344902038,0.5261572003364563,0.0232882015407085,0.1237555369734764,0.5261572003364563,business,1,0.0,1
2112,older adult programs,0.0095443306490778,0.0086961993947625,0.0004681295249611,0.0021859304979443,0.0156002659350633,0.0197122190147638,0.0017732675187289,0.0133962975814938,0.0038664271123707,0.1094901040196418,0.0303762666881084,0.0007913514855317,0.3041792511940002,0.2345754504203796,0.0001341030438197,0.0295891165733337,0.0191749334335327,0.0095349065959453,0.1847634464502334,0.000472735526273,0.0067883380688726,0.0001430635165888,0.3041792511940002,safety,1,0.0,1
2113,older adults,0.4731588661670685,0.0430130660533905,0.0216017812490463,0.0017980554839596,0.1271084547042846,0.2004688829183578,0.0328254960477352,0.420824646949768,0.015124156139791,0.2515852153301239,0.1024884954094886,0.1535866856575012,0.5328959226608276,0.3744160234928131,0.001512077753432,0.1020020544528961,0.1424839198589325,0.2555341720581054,0.4906828999519348,0.1354328542947769,0.0590100772678852,0.0002309274423168,0.5328959226608276,safety,1,0.0,1
2114,olympic bids,0.0034193908795714,0.0032346379011869,0.000134508634801,0.0023168162442743,0.0003488802176434,0.001599398907274,0.0009111133404076,0.0034426643978804,0.0005000378005206,0.082985445857048,0.0006774360663257,0.006373138166964,0.0081081772223114,0.00309872883372,0.0001316532870987,0.0020029991865158,0.0017419682117179,0.0003755950892809,0.0226982925087213,0.0036809891462326,0.9941664338111876,0.1677259057760238,0.9941664338111876,sports,1,0.0,1
2115,olympics,0.0007621730328537,0.0118810134008526,8.550116035621613e-05,0.005352440290153,0.0001547206193208,0.0002839488442987,0.0004022098437417,0.001374373328872,0.0003310747270006,0.0200013816356658,0.0002909125178121,0.0014814737951382,0.0189610067754983,0.0009309016168117,8.304277434945107e-05,0.0024061950389295,0.0011263162596151,0.0001347126817563,0.0235013477504253,0.0002420325326966,0.9972360134124756,0.1708966940641403,0.9972360134124756,sports,1,0.0,1
2116,omb,0.2813367843627929,0.0219234619289636,0.0671943202614784,0.0169266257435083,0.0716067403554916,0.3123159408569336,0.0489600524306297,0.2165241092443466,0.0301316622644662,0.1594772040843963,0.1524892002344131,0.3288315534591675,0.5732488632202148,0.0287688747048378,0.0998012498021125,0.0488312691450119,0.4773264229297638,0.1704256236553192,0.2312419116497039,0.6220651865005493,0.0909420102834701,0.0705206096172332,0.6220651865005493,business,1,0.0,1
2117,ombudsman,0.0123255020007491,0.0015886889304965,0.0074604130350053,0.0007802401669323,0.0113864317536354,0.0145029285922646,0.0070849722251296,0.020089067518711,0.0075617516413331,0.0309823602437973,0.0443075001239776,0.0361022353172302,0.0880064144730568,0.0048322859220206,0.0014502736739814,0.0072588208131492,0.1550220102071762,0.008567726239562,0.0391010642051696,0.4696478843688965,0.0049087167717516,0.0046240147203207,0.4696478843688965,business,1,0.0,1
2118,ombudspersons,0.016224293038249,0.0028895342256873,0.0020465471316128,0.2987665235996246,0.0107818264514207,0.0232975874096155,0.0023898440413177,0.042392935603857,0.1562440395355224,0.0639400854706764,0.0206819456070661,0.0346047468483448,0.2889529466629028,0.0121464887633919,0.0126670766621828,0.0031028846278786,0.3343544006347656,0.0045522772707045,0.0223574209958314,0.0513680577278137,0.8116143345832825,0.1630349606275558,0.8116143345832825,sports,1,0.0,1
2119,on ramps (highways),0.00012765955762,0.0003881593584083,5.199446968617849e-05,0.0002897903323173,0.0001040743736666,0.3546870350837707,0.9707117080688475,0.0003678747161757,0.0036603526677936,0.0003541585174389,0.0002343275264138,0.9974704384803772,0.783930778503418,0.0001310679799644,3.66196472896263e-05,0.000317800353514,0.0009051000815816,8.604858157923445e-05,0.0087136682122945,0.0010604357812553,0.0001107414354919,0.051674373447895,0.9974704384803772,infrastructure,1,0.0,1
2120,on street bike lanes,7.173513586167246e-05,0.9843633770942688,3.474954792181961e-05,0.0001069847421604,0.0001170838950201,0.0002707538660615,0.000906491477508,0.0083299586549401,0.001057997229509,0.1944399327039718,0.0022297448012977,0.9775245189666748,0.860074520111084,0.0011045291321352,9.344837599201128e-05,0.0170278567820787,0.0020513152703642,8.211573731387034e-05,0.4521086812019348,0.0195030067116022,0.0002789315476547,0.1985441893339157,0.9843633770942688,bikes,1,0.0,1
2121,on the job training,0.0001810492685763,0.0096192490309476,4.852567144553177e-05,0.0058263600803911,0.0008265019860118,0.2394301444292068,0.0027030599303543,0.0081847114488482,0.0029713441617786,0.142341747879982,0.0019454773282632,0.0022648579906672,0.39468714594841,0.000505250704009,0.0002496153465472,0.0165125932544469,0.0003657186462078,0.0580577589571476,0.0361285842955112,0.7570233941078186,0.0001972440950339,0.2207913547754287,0.7570233941078186,business,1,0.0,1
2122,on-street meters,0.004904689732939,0.0004321735759731,0.0019723528530448,0.0007766003254801,0.000144175166497,0.0032821600325405,0.1588725447654724,0.1943499445915222,0.0011613994138315,0.0542625077068805,0.0056226789020001,0.9545161128044128,0.7157813310623169,0.0014429205330088,0.0001824300852604,0.0071051269769668,0.2362266927957534,0.0003792710194829,0.0656047463417053,0.3009099662303924,0.0007650851621292,0.0838784873485565,0.9545161128044128,infrastructure,1,0.0,1
2123,on-street parking,0.0005663823685608,0.0049241604283452,6.501669849967584e-05,0.0014252220280468,0.0024650350678712,9.556634176988156e-05,0.0006439936114475,0.0010724382009357,0.0003588134131859,0.0006544204661622,0.0013541084481403,0.2230847030878067,0.5826501250267029,0.000180984949111,6.218740600161254e-05,0.0033285890240222,0.0039994716644287,7.997396460268646e-05,0.3071456253528595,0.2190375477075576,0.0001813554699765,0.1076924875378608,0.5826501250267029,safety,1,0.0,1
2124,on-street permit parking,0.0157782156020402,0.0424542650580406,0.0001082945382222,0.005764290690422,0.2245884388685226,0.0005563918384723,0.0024807977024465,0.0011766923125833,0.0006455389666371,0.0096446797251701,0.0581669211387634,0.6049026846885681,0.7265966534614563,0.0064190947450697,0.0002479630347806,0.0383864641189575,0.0343273840844631,0.0002894017670769,0.5518916249275208,0.6979196667671204,0.0065102665685117,0.1395892351865768,0.7265966534614563,safety,1,0.0,1
2125,on1call,0.1064971089363098,0.0139809157699346,0.0298708882182836,0.0211044773459434,0.0488207601010799,0.139159083366394,0.1220152154564857,0.165670171380043,0.0393461398780345,0.2198160588741302,0.1443170309066772,0.2808566987514496,0.4950844347476959,0.1678583025932312,0.0505403988063335,0.0486090555787086,0.1682450473308563,0.1620267778635025,0.2585080564022064,0.5228792428970337,0.0494035147130489,0.359141856431961,0.5228792428970337,business,1,0.0,1
2126,onboarding,0.0121576189994812,0.0591699555516243,0.0029968055896461,0.0241575874388217,0.003598446259275,0.0140908509492874,0.0046787508763372,0.8616745471954346,0.010006652213633,0.1136678233742713,0.0445153415203094,0.2221037298440933,0.8685964941978455,0.0704901367425918,0.0007457028841599,0.0236840676516294,0.1250874698162078,0.0325595997273922,0.1386911422014236,0.2705842852592468,0.0196538083255291,0.336494117975235,0.8685964941978455,safety,1,0.0,1
2127,one address repository,0.2209660112857818,0.0131286764517426,0.0013267447939142,0.0054302541539072,0.0199446901679039,0.0128226317465305,0.0527936965227127,0.0372878834605217,0.0004386949294712,0.0929599031805992,0.0688186138868331,0.2353547811508178,0.30762380361557,0.1274642646312713,0.0018418444087728,0.0830158740282058,0.0882588252425193,0.0839220955967903,0.2921947836875915,0.2288351953029632,0.0271188430488109,0.2146905362606048,0.30762380361557,safety,1,0.0,1
2128,one way operations,0.0157752316445112,0.0221882592886686,0.0093069896101951,0.0083346841856837,0.0237531960010528,0.0500854738056659,0.5874624848365784,0.3474165201187134,0.0007667884347029,0.18070088326931,0.1216192170977592,0.1181502714753151,0.2554453611373901,0.0006646039546467,0.0367665290832519,0.0691825598478317,0.1763595640659332,0.0108793834224343,0.1131447404623031,0.8282980918884277,0.002173624234274,0.1386967748403549,0.8282980918884277,business,1,0.0,1
2129,one way streets,0.005083633121103,0.0044818790629506,0.0125137707218527,0.0010455748997628,0.0001242887810803,0.009250521659851,0.9766728281974792,0.0159883573651313,0.0039438679814338,0.0018812960479408,0.0050308504141867,0.4367948770523071,0.852496862411499,0.0003891870728693,0.0004903356893919,0.0021987976506352,0.0342856608331203,0.0039939829148352,0.0370578542351722,0.0349906906485557,0.0003477144055068,0.1792835444211959,0.9766728281974792,traffic,1,0.0,1
