,subject_term,housing,bikes,homelessness,dogs,parks,construction,traffic,transit,noise,energy,climate,infrastructure,safety,arts,childcare,democracy,cost of living,healthcare,equity,business,sports,youth,max_val,max_cat,frequency,log_frequency,count
673,concrete,0.3930407464504242,0.0005951537168584,0.003776911413297,0.0004826845251955,0.0013628946617245,0.9917131662368774,0.084227941930294,0.0488436929881572,0.0001365891948807,0.002544064540416,0.0085773020982742,0.9831124544143676,0.2300344556570053,0.0002369099092902,0.0055639753118157,0.0218969527631998,0.1560991406440735,0.003671400481835,0.2264922261238098,0.4621974229812622,0.0013963213423267,0.0233249496668577,0.9917131662368774,construction,1,0.0,1
674,condominium housing,0.9987766146659852,0.0001144125708378,2.62522680714028e-05,0.0006876868428662,0.0001003075303742,0.6357181668281555,0.0002401654346613,0.0004130406014155,0.0070904642343521,0.0007586423889733,0.0262601021677255,0.0004286915063858,0.3645583689212799,0.0001727168855722,6.938990554772317e-05,0.0012154120486229,0.6275602579116821,5.3309111535782e-05,0.2717395424842834,0.0003881720767822,0.0001846482628025,0.1053747460246086,0.9987766146659852,housing,1,0.0,1
675,condominiums,0.9993202686309814,0.0001333432592218,2.8727286917273887e-05,0.0005073631764389,0.0001044769232976,0.1371281743049621,0.0004518699424806,0.0011332657886669,0.0084394002333283,0.0009028618806041,0.0415149591863155,0.000698049145285,0.5562465190887451,0.0001949718571268,0.0001501682709204,0.0013103317469358,0.3861240744590759,8.959494880400598e-05,0.0437106043100357,0.0366984196007251,0.0003022370219696,0.0813478454947471,0.9993202686309814,housing,1,0.0,1
676,condos,0.9988157153129578,0.0002832803293131,3.664182440843433e-05,0.0007559596560895,0.0001320183655479,0.5633637309074402,0.0003546927182469,0.0121924700215458,0.0023540202528238,0.0147112039849162,0.0402858667075634,0.0716870948672294,0.6224529147148132,0.0007266392931342,0.0003265630220994,0.002075838856399,0.7236261963844299,0.0003736494400072,0.0577993132174015,0.0381033793091774,0.0010878964094445,0.0778715535998344,0.9988157153129578,housing,1,0.0,1
677,conference centers,0.0008676566067151,0.0002828306460287,5.794510434498079e-05,0.0005130789941176,0.0001094660765375,0.0013529824791476,0.0007507593836635,0.0004218113608658,0.0006352283526211,0.0102849043905735,0.0058449883945286,0.5999681949615479,0.0652449429035186,0.000331535906298,0.0001773576223058,0.0059183468110859,0.0024052935186773,0.0030976696871221,0.079292893409729,0.506806492805481,0.0009443798917345,0.0499708577990531,0.5999681949615479,infrastructure,1,0.0,1
678,conference centres,0.0002901607949752,0.0004427662934176,7.123974501155317e-05,0.0007852867129258,0.0001047653495334,0.0007235785597003,0.0007577696233056,0.0003235166950616,0.0009987936355173,0.0104752676561474,0.0092936726287007,0.7061371207237244,0.0786125734448432,0.0004909186391159,0.0001971162419067,0.0115041844546794,0.0029187218751758,0.0048592444509267,0.0898028016090393,0.5250738859176636,0.0007409618701785,0.099972479045391,0.7061371207237244,infrastructure,1,0.0,1
679,conference travel,0.000200639697141,0.0009761113324202,7.399335299851373e-05,0.0009642131044529,0.0004673497169278,0.0002954929659608,0.0021326174028217,0.0244576372206211,0.0010645363945513,0.0054350644350051,0.0043752216733992,0.00147885910701,0.0068831192329525,0.0005872483598068,9.542399493511766e-05,0.0060934065841138,0.0011213860707357,0.0016145029803737,0.0187896564602851,0.9330626726150512,0.0018967282958328,0.1022870615124702,0.9330626726150512,business,1,0.0,1
680,conferences,0.0009182147332467,0.0013897445751354,0.0010617123916745,0.0020574128720909,0.0003559638862498,0.0035261122975498,0.0005971500067971,0.0035625691525638,0.0002384817198617,0.1342802047729492,0.0253236647695302,0.0030196516308933,0.1606363654136657,0.0035585258156061,0.0003104653733316,0.0382557846605777,0.0312048271298408,0.0420529618859291,0.1341152638196945,0.0229833647608757,0.00164931837935,0.1800658553838729,0.1800658553838729,youth,1,0.0,1
681,confidentiality,0.2787025570869446,0.0199272111058235,0.0044984249398112,0.0059414631687104,0.0605977624654769,0.0686333104968071,0.0204265564680099,0.1847250908613205,0.0002851615427061,0.0660886168479919,0.0576843433082103,0.1255586296319961,0.6882298588752747,0.1649179309606552,0.0272360350936651,0.0172823294997215,0.051324538886547,0.1668659895658493,0.0077789621427655,0.5123520493507385,0.0418192408978939,0.138791874051094,0.6882298588752747,safety,1,0.0,1
682,conflict of interest,0.4096288084983825,0.0398837327957153,0.0093498928472399,0.0069905812852084,0.1507299840450287,0.2952165007591247,0.0232107527554035,0.318262368440628,0.0003177613543812,0.2966340780258178,0.1390245705842971,0.255862683057785,0.0014299650210887,0.1716016083955764,0.0678562298417091,0.001731319935061,0.0162786189466714,0.3614824414253235,0.0060592256486415,0.4911238849163055,0.0908640623092651,0.1701236218214035,0.4911238849163055,business,1,0.0,1
683,congestion,0.0819712579250335,0.0096657378599047,0.0180604364722967,0.0091088265180587,0.0129945464432239,0.0017973080975934,0.9854257106781006,0.3337516188621521,0.9568179249763488,0.0006893312674947,0.0733025074005127,0.0673145651817321,0.0009387431200593,0.00035145090078,0.0016891290433704,0.0003678667999338,0.0353740267455577,0.0012827167520299,0.0015776689397171,0.0011903083650395,0.0006980961188673,0.0165835078805685,0.9854257106781006,traffic,1,0.0,1
684,congratulatory messages,0.3528177142143249,0.026022857055068,0.0001414800062775,0.0076328655704855,0.1084330007433891,0.0556727349758148,0.0097831971943378,0.2340053617954254,0.0007092650630511,0.154845505952835,0.0526389852166175,0.1997264623641967,0.0700577571988105,0.3362190425395965,0.0309891551733016,0.0837645307183265,0.0061694593168795,0.1740882992744445,0.1005810126662254,0.0091377208009362,0.0788778215646743,0.2225482910871505,0.3528177142143249,housing,1,0.0,1
685,conservation,0.0007773019606247,0.0207691192626953,0.0002015562204178,0.0173028856515884,0.3700219988822937,0.000145566285937,0.001688533462584,0.0096243796870112,0.0004370213428046,0.0016517352778464,0.0123372143134474,0.0027254514861851,0.742777407169342,0.0022956228349357,0.0012918107677251,0.0043482524342834,0.0012003254378214,0.0004956544726155,0.1014299467206001,0.0005743615911342,0.0011342796497046,0.0884840786457061,0.742777407169342,safety,1,0.0,1
686,conservation (archival),0.0015205949312075,0.0108362212777137,7.235108205350116e-05,0.0088176308199763,0.1250584870576858,0.0001874548615887,0.0009678159840404,0.0010900510242208,9.75024449871853e-05,0.0004436013696249,0.0047213621437549,0.0048454366624355,0.0502838194370269,0.0022664580028504,0.0001376531145069,0.0019585802219808,0.000386195257306,0.0005645857308991,0.0121692419052124,0.0012921346351504,0.0006129521643742,0.0011528437025845,0.1250584870576858,parks,1,0.0,1
687,conservation areas,0.0001230867928825,0.0029746976215392,5.270821202429943e-05,0.0015524667687714,0.570431113243103,0.0001239150733454,0.0002070951886707,0.0019021825864911,0.0002598399005364,0.0003108855162281,0.0027270261198282,0.0004567574942484,0.0636705309152603,0.0006310561439022,0.0002593798562884,0.0023927220609039,0.0004425416118465,0.0001010269043035,0.1640553325414657,0.0001837453019106,0.0003257742791902,0.053344901651144,0.570431113243103,parks,1,0.0,1
688,conservation authorities,0.0003725658461917,0.0069862958043813,0.0003220111539121,0.0067231515422463,0.2154621630907058,0.000170427156263,0.0006181636708788,0.013040023855865,0.0015946147032082,0.0006022431189194,0.0037075814325362,0.0011436117347329,0.1693647056818008,0.0007612218614667,0.0002607206115499,0.0014386310940608,0.0013096708571538,0.0001936575281433,0.0728261247277259,0.0007616560324095,0.000591060728766,0.0581540912389755,0.2154621630907058,parks,1,0.0,1
689,conservation organizations,0.0002954826632048,0.003524461062625,0.0001020486306515,0.0025172128807753,0.0878445878624916,0.0001899434573715,0.0005532561917789,0.0054759695194661,0.0006322083063423,0.0003862857120111,0.0118549903854727,0.0006460129516199,0.0081911301240324,0.0004467828839551,0.0001624288706807,0.0006945739733055,0.0009035403490997,0.0001080067304428,0.0252148192375898,0.0002645249478518,0.0001924271055031,0.0318386889994144,0.0878445878624916,parks,1,0.0,1
690,conservators,0.0587152652442455,0.0057987407781183,0.0018749895971268,0.0093100629746913,0.060152493417263,0.0056097912602126,0.0071874102577567,0.0307013541460037,0.0076221236959099,0.1070676073431968,0.1874542534351349,0.0084743900224566,0.6942337155342102,0.03794502094388,0.9089073538780212,0.0016250408953055,0.1570750325918197,0.0913396552205085,0.1851625293493271,0.0065942043438553,0.0013153105974197,0.2627890110015869,0.9089073538780212,childcare,1,0.0,1
691,constituencies,0.7033941745758057,0.006683409679681,0.0018769643502309,0.0037475505378097,0.0110846646130085,0.8904381394386292,0.0272896010428667,0.0745224356651306,0.000698325689882,0.1023837476968765,0.1031157597899437,0.9769986867904664,0.4015125930309295,0.004112291149795,0.0175110585987567,0.1225325241684913,0.1438413113355636,0.0216521900147199,0.1972215920686721,0.084203764796257,0.0016595717752352,0.0666052773594856,0.9769986867904664,infrastructure,1,0.0,1
692,construction,0.5082666277885437,0.0031176200136542,6.353533535730094e-05,0.0009617501636967,0.0022962654475122,0.9971777200698853,0.0049532353878021,0.0094331763684749,0.0002543947484809,0.0096300207078456,0.0004566693678498,0.9833643436431884,0.0009351468179374,0.0015135670546442,0.0002576239348854,0.0133666694164276,0.0021321773529052,0.0001474314485676,0.1417792588472366,0.9425766468048096,0.0002125816972693,0.0855691060423851,0.9971777200698853,construction,1,0.0,1
693,construction deposits,0.1441009491682052,0.0009133277344517,0.0001186265217256,0.0005934694199822,0.0004517870256677,0.9881067872047424,0.0036505290772765,0.0034067197702825,0.022500529885292,0.0022362205199897,0.000444696197519,0.97688090801239,0.0027381177060306,0.0003396908286958,0.0001287320192204,0.0023790062405169,0.001914965105243,9.440683061257003e-05,0.0310743972659111,0.9441753625869752,0.0001966732525033,0.0524853505194187,0.9881067872047424,construction,1,0.0,1
694,construction noise,0.5455687046051025,0.0004206082376185,4.167191946180537e-05,0.000176802277565,0.0002991010260302,0.9907695651054382,0.004961110651493,0.0039832778275012,0.9911391735076904,0.0011193921091035,0.0001377123990096,0.9700156450271606,0.0001945120893651,0.0001299431314691,6.91474779159762e-05,7.233765791170299e-05,0.0003707493597175,7.724150782451034e-05,0.0006189447012729,0.6709705591201782,7.65189397498034e-05,0.0222908519208431,0.9911391735076904,noise,1,0.0,1
695,construction permits (right-of-way),0.4019903838634491,0.0074730771593749,5.7744942751014605e-05,0.0015470497310161,0.0022490881383419,0.9847345352172852,0.1690644770860672,0.1477819681167602,0.0002552407095208,0.0017256074352189,0.0007817933219484,0.9053261876106262,0.0095044691115617,0.0005094640073366,0.0010642224224284,0.0014607956400141,0.000260280794464,0.0019409317756071,0.0151473702862858,0.6349546909332275,0.000907098641619,0.0526088699698448,0.9847345352172852,construction,1,0.0,1
696,construction waste,0.0033073774538934,0.0002783189993351,8.274261199403554e-05,0.000249087170232,0.0001296879199799,0.972374677658081,0.0004306850314605,0.0003041265299543,0.0013796922285109,0.0005922932759858,0.000154548935825,0.7212929725646973,0.0001632609200896,8.235416316892952e-05,4.652621646528132e-05,6.092672629165463e-05,0.0004706949403043,5.240225436864421e-05,0.0001890863932203,0.0013299516867846,6.55917392577976e-05,0.0126457558944821,0.972374677658081,construction,1,0.0,1
697,consultants,0.0089030070230364,0.0017805617535486,0.0015002925647422,0.0008514370420016,0.0166780576109886,0.0037520679179579,0.0059154499322175,0.0431972108781337,0.0004879434418398,0.1002309992909431,0.1140551269054412,0.0529165267944335,0.2292617261409759,0.002920820377767,0.0009937839349731,0.0386928878724575,0.1487625390291214,0.0656649693846702,0.0950769335031509,0.2735897004604339,0.0026946698781102,0.0290552228689193,0.2735897004604339,business,1,0.0,1
698,consultation,0.0453337766230106,0.0132378321141004,0.0073275743052363,0.0089895091950893,0.045630607753992,0.0008268617093563,0.0069459355436265,0.0474718324840068,0.0003039449511561,0.0292091611772775,0.1037559509277343,0.0219564866274595,0.0891138389706611,0.0060357637703418,0.0025620425585657,0.1695325076580047,0.1396828442811966,0.0966157540678978,0.0671089217066764,0.2034462392330169,0.0026562907733023,0.2136685252189636,0.2136685252189636,youth,1,0.0,1
699,consulting services,0.0019564074464142,0.0018685633549466,0.0037338966503739,0.0020032979082316,0.0027405633591115,0.0002791473525576,0.0055444962345063,0.0116962483152747,0.000296228507068,0.0169223956763744,0.0940335169434547,0.0021396530792117,0.0781230479478836,0.0007394588901661,0.0005904445424675,0.0300022382289171,0.0362303555011749,0.0034817804116755,0.0497694499790668,0.0633374899625778,0.0011439151130616,0.1724496334791183,0.1724496334791183,youth,1,0.0,1
700,consumer protection,0.0251498352736234,0.0226846877485513,0.0056468811817467,0.0035765806678682,0.0179452914744615,0.0026956256479024,0.0138547774404287,0.034529585391283,0.0006126556545495,0.1084946170449256,0.0224047340452671,0.0010754957329481,0.7022115588188171,0.0005658203153871,0.0245225597172975,0.0156144341453909,0.548170804977417,0.0158457942306995,0.3902970552444458,0.0006101931212469,0.00221156491898,0.1107835248112678,0.7022115588188171,safety,1,0.0,1
701,contact centres,0.0109385037794709,0.0033452401403337,0.0080808456987142,0.002307669725269,0.0002920221595559,0.0137103144079446,0.0067748706787824,0.0115596745163202,0.0017083089333027,0.0287300683557987,0.0459143817424774,0.2280530631542205,0.2607539296150207,0.0454665645956993,0.0095843970775604,0.0382664501667022,0.0948391035199165,0.1491181701421737,0.2720536291599273,0.7165594100952148,0.0051066889427602,0.3073422908782959,0.7165594100952148,business,1,0.0,1
702,contact information,0.2962433993816376,0.0274099633097648,0.0136372875422239,0.0073824529536068,0.08936657756567,0.1752806603908538,0.0477515794336795,0.3570263087749481,0.000734951114282,0.1599132418632507,0.0963977500796318,0.2316786497831344,0.336818516254425,0.3138047158718109,0.1096395105123519,0.1067052856087684,0.1401762664318084,0.358661949634552,0.2900789976119995,0.7166990041732788,0.0562970116734504,0.3714308440685272,0.7166990041732788,business,1,0.0,1
703,contact lenses,0.0039654560387134,0.0001018950570141,0.0029488359577953,0.0004118249344173,0.0110379830002784,0.0033012425992637,0.0019451738335192,0.0749071612954139,0.0002543030132073,0.0007995264022611,0.0040196068584918,0.0011318397009745,0.5199295878410339,0.0130539778620004,0.0076226643286645,0.0144147872924804,0.0688442438840866,0.869590699672699,0.038545623421669,0.0187462624162435,0.0042045642621815,0.221977412700653,0.869590699672699,healthcare,1,0.0,1
704,contact lists,0.1589655578136444,0.0109456041827797,0.0090652909129858,0.005003101658076,0.0278631504625082,0.0618618503212928,0.0178044773638248,0.1705198585987091,0.000378549855668,0.081669308245182,0.0682793408632278,0.0819375962018966,0.1503409445285797,0.1610339730978012,0.0370263494551181,0.0524598136544227,0.1045442372560501,0.1485365480184555,0.1472489386796951,0.3183388113975525,0.0216287821531295,0.220213383436203,0.3183388113975525,business,1,0.0,1
705,contacts,0.0662135407328605,0.0011436137137934,0.002950359834358,0.0010687102330848,0.0096774408593773,0.0217946805059909,0.0068505010567605,0.104077324271202,0.0001396701845806,0.0033303902018815,0.013603993691504,0.0370181985199451,0.2191864550113678,0.0823936834931373,0.0748032480478286,0.0421482399106025,0.0483158379793167,0.0852300450205802,0.1229739636182785,0.6033556461334229,0.0087296832352876,0.343829333782196,0.6033556461334229,business,1,0.0,1
706,contamination,0.4459481835365295,0.0673592463135719,0.0029520248062908,0.0363336466252803,0.0986713990569114,0.023900132626295,0.08341596275568,0.1830857545137405,0.0027613320853561,0.0398789756000041,0.1350948810577392,0.2912003397941589,0.0006644664681516,0.0260671619325876,0.1716425567865371,0.0029277477879077,0.0124106565490365,0.3010657131671905,0.0012411761563271,0.0796436890959739,0.0386382825672626,0.2194312512874603,0.4459481835365295,housing,1,0.0,1
707,continuing education,0.0011945231817662,0.0075781047344207,0.0002448275045026,0.0052543794736266,0.0141899045556783,0.0001581430988153,0.0015587909147143,0.0185308624058961,0.0003301632823422,0.0038719880394637,0.0282498449087142,0.0005267938249744,0.0044287457130849,0.0135264247655868,0.0004088362038601,0.0651075467467308,0.0032872396986931,0.0002394987968727,0.1111208721995353,0.0001347575016552,0.0001804343773983,0.3351854979991913,0.3351854979991913,youth,1,0.0,1
708,continuous learning,0.3991780281066894,0.071819357573986,0.0139991454780101,0.0292738322168588,0.1721542179584503,0.1161564216017723,0.0623753741383552,0.4568264782428741,0.0007242163992486,0.337591677904129,0.2510515451431274,0.336103230714798,0.2122896462678909,0.2965207397937774,0.1843970715999603,0.1032439842820167,0.2065289616584777,0.2781195044517517,0.1918988227844238,0.267353355884552,0.0631780251860618,0.5267555117607117,0.5267555117607117,youth,1,0.0,1
709,contraception,0.0004747791099362,0.0001590314204804,5.5887616326799616e-05,0.000517155684065,0.0002625689085107,0.0001622830895939,0.0002282632776768,0.0014374318998306,0.000398680975195,0.0002159861323889,0.0003766042063944,0.0004028729454148,0.0004708473570644,0.0001022165597532,6.780561670893803e-05,6.326354196062312e-05,0.0012425070162862,0.0015732100000604,0.000828145944979,0.0030088997446,0.0001696360850473,0.0377743132412433,0.0377743132412433,youth,1,0.0,1
710,contract termination,0.0573769994080066,0.0064297425560653,0.0015990685205906,0.0032977333758026,0.0261745098978281,0.0044216094538569,0.0030803019180893,0.0614507310092449,0.002881561871618,0.0750094577670097,0.0337984822690486,0.0634729415178299,0.0419140756130218,0.0164516419172287,0.0015713967150077,0.0066178948618471,0.0177700743079185,0.1155556216835975,0.0257442872971296,0.9653382301330566,0.0092779705300927,0.1198510751128196,0.9653382301330566,business,1,0.0,1
711,contractors,0.0176224019378423,0.004212639760226,0.0003721763496287,0.0007905355887487,0.00759659986943,0.9643164873123168,0.0032579358667135,0.1586472243070602,0.0022650226019322,0.131391167640686,0.033028956502676,0.2115688472986221,0.1777012199163437,0.0017532900674268,0.0014806853141635,0.0043241512030363,0.0143479751423001,0.0373915694653987,0.0285269506275653,0.9844343662261964,0.0017167149344459,0.0326020121574401,0.9844343662261964,business,1,0.0,1
712,contracts,0.1246882826089859,0.0020105184521526,0.0014926043804734,0.0019455243600532,0.0081157470121979,0.9844859838485718,0.0065696816891431,0.1632139980792999,0.0016851804684847,0.1579220443964004,0.5026854872703552,0.1159329265356063,0.1538686603307724,0.0076248031109571,0.0086006252095103,0.0186276417225599,0.0278967600315809,0.1670931726694107,0.050893947482109,0.981853485107422,0.0058585051447153,0.1583336591720581,0.9844859838485718,construction,1,0.0,1
713,control of infectious disease,0.006577480584383,0.0002681838232092,0.0001555181806907,0.0064322426915168,0.009455663152039,0.0001020720010274,9.841124119702728e-05,0.0104541862383484,0.0005747175309807,0.0001160710817202,8.823910320643336e-05,0.0005047204904258,0.0203326549381017,8.609655924374238e-05,0.0001518278731964,0.0001400638429913,0.0001589809544384,0.4322605729103088,0.0025507165119051,0.0005048805032856,7.728999480605125e-05,0.0886538922786712,0.4322605729103088,healthcare,1,0.0,1
714,controlled intersections,0.0026647639460861,0.0294365193694829,0.0014228654326871,0.0039273160509765,0.0001924064999911,0.375133067369461,0.9666387438774108,0.0961443930864334,0.0021039226558059,0.0119794122874736,0.0116126062348485,0.963966965675354,0.9825356006622314,0.0194870010018348,0.001511005917564,0.0361902751028537,0.0363548062741756,0.0036639550235122,0.1699936091899871,0.2093397676944732,0.0024742803070694,0.115396536886692,0.9825356006622314,safety,1,0.0,1
715,controller units,0.0943692997097969,0.0018962154863402,0.0030935464892536,0.0023603704757988,0.0195229537785053,0.0253449585288763,0.1256042867898941,0.1941778659820556,0.0010433361167088,0.0664232969284057,0.1113397702574729,0.248149886727333,0.2004035264253616,0.0045174211263656,0.0267401691526174,0.0607783459126949,0.1074967980384826,0.1020375192165374,0.0459205619990825,0.377187579870224,0.0200922023504972,0.0475609041750431,0.377187579870224,business,1,0.0,1
716,convenience stores,6.603667134186253e-05,0.0003672968887258,3.0750939913559705e-05,0.0003162151260767,8.685412467457354e-05,5.154349491931498e-05,0.0008011801983229,0.0005199316656216,0.0010248671751469,0.0004571421304717,0.0007084595272317,0.0004959693760611,0.0207238290458917,0.0001018405164359,0.0001116445928346,0.0001266791805392,0.0018719393992796,6.953373667784035e-05,0.0086462320759892,0.79069983959198,9.80630866251886e-05,0.0666822120547294,0.79069983959198,business,1,0.0,1
717,convention centers,0.0003154831647407,0.0006636151229031,3.774622018681839e-05,0.0006915608537383,0.0001149921008618,0.0006834135856479,0.0009621908538974,0.0004658328834921,0.0020222249440848,0.003901282325387,0.0019331249641254,0.0762802511453628,0.0481509864330291,0.0005836957134306,0.0001308845967287,0.0056181820109486,0.0014489421155303,0.0002318158512935,0.0287578795105218,0.0235340688377618,0.000245263450779,0.0651936456561088,0.0762802511453628,infrastructure,1,0.0,1
718,convention centres,0.0001864202640717,0.0006848730845376,4.276674007996917e-05,0.0008366880356334,0.0001028193728416,0.0005602258606813,0.0008304700604639,0.0004708511987701,0.0019884430803358,0.0036008968017995,0.0027815008070319,0.2885181605815887,0.0606270022690296,0.0008319930639117,0.000155197980348,0.0067277159541845,0.0015171515988186,0.0003428123018238,0.0291298609226942,0.0247089955955743,0.0003671509621199,0.1224604621529579,0.2885181605815887,infrastructure,1,0.0,1
719,conventions,0.0012418188853189,0.0019088445696979,0.0001942950621014,0.0012359193060547,0.0002726324892137,0.0066165179014205,0.0011335022281855,0.0153049668297171,0.0007418237510137,0.0083982646465301,0.00351482629776,0.0037762767169624,0.1636395305395126,0.0021762575488537,0.0015136948786675,0.0157673675566911,0.0083277253434062,0.0021375622600317,0.0520621575415134,0.0013925296952947,0.0003750050382222,0.0825565308332443,0.1636395305395126,safety,1,0.0,1
720,conversion,0.1792690753936767,0.0416274107992649,0.0014154548989608,0.0229677706956863,0.1149374917149543,0.0314759574830532,0.0404224321246147,0.0743917450308799,0.0011651314562186,0.7949549555778503,0.4588609933853149,0.168732687830925,0.0666940212249755,0.01725460216403,0.0064525115303695,0.0427788607776165,0.1854289919137954,0.1194151192903518,0.3884050846099853,0.6917524933815002,0.0197627339512109,0.2509519755840301,0.7949549555778503,energy,1,0.0,1
721,cooking,0.0004566860152408,0.0001677878171904,0.0001084736577467,0.0015693890163674,0.0002560072171036,0.0001599491952219,0.0002465479483362,0.000429461535532,0.0002135839313268,0.0102881249040365,0.0004803946358151,0.0008343537338078,0.001576256705448,0.0002020481188083,0.0002034719218499,0.0017960984259843,0.0009938370203599,0.0001842501078499,0.0568049922585487,0.00252660154365,7.809995440766215e-05,0.1229046583175659,0.1229046583175659,youth,1,0.0,1
722,cooling systems,0.0053720618598163,0.0053090858273208,0.0001613325439393,0.0015461943112313,0.0162922963500022,0.0002146823244402,0.0037276493385434,0.0317667350172996,0.0019459339091554,0.0189556814730167,0.4580525159835815,0.1834611594676971,0.1296912729740142,0.0001381547190248,0.0007342000026255,0.0032592739444226,0.0011719081085175,0.0066497777588665,0.0094291837885975,0.4076084494590759,0.0056311297230422,0.0613729581236839,0.4580525159835815,climate,1,0.0,1
723,coop housing,0.9937943816184998,0.0022409807424992,0.0001885660458356,0.0019145543919876,0.0001845692459028,0.6821973919868469,0.0002355024771532,0.0021961245220154,0.0021370316389948,0.1373743414878845,0.0062184920534491,0.0034040070604532,0.2987334132194519,0.0010331142693758,0.0049454444088041,0.0015017162077128,0.8307851552963257,0.0001405637303832,0.1179805174469947,0.0064819632098078,0.0002612245152704,0.2268324047327041,0.9937943816184998,housing,1,0.0,1
724,cooperative housing,0.9870876669883728,0.0023356501478701,9.748256707098336e-05,0.0026771677657961,0.0001715706457616,0.0085660815238952,0.0002351695147808,0.0004126547719351,0.0003361747367307,0.0015191091224551,0.0016790550434961,0.0007758523570373,0.0557689107954502,0.0004303961759433,0.000246532697929,0.0150916269049048,0.1046132519841194,0.0001497527700848,0.1552169322967529,0.0005793562741018,0.0001755592384142,0.1416814923286438,0.9870876669883728,housing,1,0.0,1
725,coordination of traffic signals,0.0001078346540452,0.0003354105283506,4.407343658385798e-05,0.0001182655250886,0.00010535196634,0.0002234038111055,0.9785458445549012,0.0220348127186298,0.0001216207747347,0.0002972742659039,0.0001673908845987,0.9558897018432616,0.9048191905021667,0.0004140232340432,4.532365710474551e-05,0.0088353911414742,0.0002299390907865,6.975996802793816e-05,0.0454064719378948,0.3437533974647522,8.157038246281445e-05,0.0259576085954904,0.9785458445549012,traffic,1,0.0,1
726,copying,0.3734805881977081,0.0921811684966087,0.0212206877768039,0.0291652362793684,0.1705561280250549,0.0194775722920894,0.0906507447361946,0.2381750494241714,0.0014840457588434,0.1961858868598938,0.2357817441225052,0.3363520503044128,0.2933992147445678,0.1634391695261001,0.092765673995018,0.0772792547941207,0.3571001887321472,0.2225552946329116,0.140654444694519,0.5504144430160522,0.1278727203607559,0.2009823024272918,0.5504144430160522,business,1,0.0,1
727,cordon count programs,0.0287120752036571,0.0036234650760889,0.0180965270847082,0.0030920531135052,0.0164064094424247,0.0182707738131284,0.0209555719047784,0.0354455448687076,0.0006371703930199,0.035994928330183,0.0160983949899673,0.0194713361561298,0.0700657814741134,0.0249352846294641,0.0180265679955482,0.0105387028306722,0.019936554133892,0.0413593873381614,0.0389918275177478,0.2336197644472122,0.0107243824750185,0.2041315883398056,0.2336197644472122,business,1,0.0,1
728,corporate bodies,0.0006043948233127,0.0004465825331863,0.000173720967723,0.0003327812009956,0.000196111635887,0.0030541608575731,0.0015185491647571,0.0035048224963247,0.0021264578681439,0.0261486340314149,0.0049993419088423,0.0727028176188469,0.1020306721329689,7.6571675890591e-05,0.0005514854565262,0.0001583075354574,0.0036270883865654,0.0027506183832883,0.1098524928092956,0.991157293319702,0.000183155061677,0.0007830907125025,0.991157293319702,business,1,0.0,1
729,corporate campaigns,0.0001654713705647,0.0020372536964714,0.0001125556227634,0.0015328583540394,0.0001273180532734,0.0012274127220734,0.0020686371717602,0.0004173968045506,0.0132443998008966,0.0447045564651489,0.0031714439392089,0.002983171492815,0.0408152043819427,8.140820864355192e-05,0.0001417936291545,0.0001053088708431,0.0010445587104186,0.0004552267782855,0.0418888181447982,0.9955727458000184,0.0001261028082808,0.0004450084816198,0.9955727458000184,business,1,0.0,1
730,corporate fleet,0.0001043079610099,0.0668136328458786,3.8809266698081046e-05,0.0005217628204263,0.0001600712712388,0.000266627408564,0.0483166761696338,0.0105447582900524,0.002471117535606,0.0129992868751287,0.0007239793776534,0.0298516880720853,0.1863906383514404,0.0001111354649765,5.55790466023609e-05,0.000263226829702,0.0005489233881235,0.0003034069959539,0.0308049842715263,0.99655419588089,0.0001771956594893,0.0001550088782096,0.99655419588089,business,1,0.0,1
731,corporate learning,0.0001512967137387,0.0049955947324633,4.67656172986608e-05,0.0014042779803276,0.000199724905542,0.0005763790104538,0.0019501787610352,0.000593343982473,0.0001679626730037,0.015820350497961,0.0067387041635811,0.0044421814382076,0.0110042095184326,8.675331628182903e-05,8.076764061115682e-05,0.0015482110902667,0.0011167710181325,0.0007037089089863,0.0434648431837558,0.9903161525726318,7.140779052861035e-05,0.0001987152500078,0.9903161525726318,business,1,0.0,1
732,corporate mission,0.0004752564709633,0.0037106412928551,0.0001888908300315,0.0014701208565384,0.001073831343092,0.0004152934707235,0.0006203440134413,0.002427673432976,0.0002187995414715,0.1077702715992927,0.0041004498489201,0.0051321582868695,0.1257071942090988,0.0001209010879392,0.0004232958890497,0.0031878789886832,0.00080270745093,0.052959568798542,0.0696891620755195,0.9841920137405396,0.0001719651481835,0.0020658806897699,0.9841920137405396,business,1,0.0,1
733,corporate purpose,0.0001550149172544,0.0020909390877932,6.281233800109476e-05,0.0008816440822556,0.0002068172616418,0.002677024109289,0.0003713612677529,0.0002936418168246,0.0001094867184292,0.0391660928726196,0.0010153985349461,0.0489141009747982,0.0135013312101364,0.0001401440240442,7.103437383193523e-05,0.0003211844014003,0.0004687308392021,0.0004592922050505,0.0696267187595367,0.9941188097000122,9.3120223027654e-05,0.0001814784045564,0.9941188097000122,business,1,0.0,1
